group_field,group_value,n,n_real,n_ai,e6c_acc,e20_acc,e21_acc,e22_acc,e22_f1,e6c_recall,e20_recall,e21_recall,e22_recall,e6c_fpr,e20_fpr,e21_fpr,e22_fpr
device_family,unknown,600,300,300,0.6583333333333333,0.6416666666666667,0.6316666666666667,0.6516666666666666,0.7164179104477613,0.43666666666666665,0.32,0.8933333333333333,0.88,0.12,0.03666666666666667,0.63,0.5766666666666667
