group_field,group_value,n,n_real,n_ai,e6c_acc,e20_acc,e21_acc,e22_acc,e22_f1,e6c_recall,e20_recall,e21_recall,e22_recall,e6c_fpr,e20_fpr,e21_fpr,e22_fpr
device_family,"Google Pixel (Pixel 7-9 family, exact model unspecified)",30,30,0,0.5666666666666667,0.9666666666666667,0.3333333333333333,0.36666666666666664,0.0,,,,,0.43333333333333335,0.03333333333333333,0.6666666666666666,0.6333333333333333
device_family,Synthetic (None),30,0,30,0.16666666666666666,0.5,0.9,0.7666666666666667,0.8679245283018869,0.16666666666666666,0.5,0.9,0.7666666666666667,,,,
