group_field,group_value,n,n_real,n_ai,e6c_acc,e20_acc,e21_acc,e21_vs_e20_acc_delta,e21_vs_e6c_acc_delta,e6c_f1,e20_f1,e21_f1,e6c_recall,e20_recall,e21_recall,e6c_fpr,e20_fpr,e21_fpr,e6c_auc,e20_auc,e21_auc
generator,camera,300,300,0,0.88,0.9633333333333334,0.37,-0.5933333333333334,-0.51,0.0,0.0,0.0,,,,0.12,0.03666666666666667,0.63,,,
generator,dalle2,42,0,42,0.21428571428571427,0.14285714285714285,0.9285714285714286,0.7857142857142858,0.7142857142857143,0.35294117647058826,0.25,0.962962962962963,0.21428571428571427,0.14285714285714285,0.9285714285714286,,,,,,
generator,dalle3,18,0,18,0.8333333333333334,0.7222222222222222,1.0,0.2777777777777778,0.16666666666666663,0.9090909090909091,0.8387096774193548,1.0,0.8333333333333334,0.7222222222222222,1.0,,,,,,
generator,firefly,42,0,42,0.2857142857142857,0.21428571428571427,0.8095238095238095,0.5952380952380952,0.5238095238095238,0.4444444444444445,0.35294117647058826,0.8947368421052632,0.2857142857142857,0.21428571428571427,0.8095238095238095,,,,,,
generator,glide,39,0,39,0.41025641025641024,0.3076923076923077,0.9487179487179487,0.641025641025641,0.5384615384615384,0.5818181818181819,0.47058823529411764,0.9736842105263158,0.41025641025641024,0.3076923076923077,0.9487179487179487,,,,,,
generator,midjourney-v5,36,0,36,0.5,0.5555555555555556,0.8611111111111112,0.3055555555555556,0.36111111111111116,0.6666666666666666,0.7142857142857143,0.9253731343283582,0.5,0.5555555555555556,0.8611111111111112,,,,,,
generator,stable-diffusion-1-3,42,0,42,0.2857142857142857,0.14285714285714285,0.8095238095238095,0.6666666666666667,0.5238095238095238,0.4444444444444445,0.25,0.8947368421052632,0.2857142857142857,0.14285714285714285,0.8095238095238095,,,,,,
generator,stable-diffusion-1-4,36,0,36,0.6944444444444444,0.4166666666666667,0.9166666666666666,0.49999999999999994,0.2222222222222222,0.819672131147541,0.5882352941176471,0.9565217391304348,0.6944444444444444,0.4166666666666667,0.9166666666666666,,,,,,
generator,stable-diffusion-2,45,0,45,0.5333333333333333,0.3333333333333333,0.9333333333333333,0.6000000000000001,0.4,0.6956521739130436,0.5,0.9655172413793104,0.5333333333333333,0.3333333333333333,0.9333333333333333,,,,,,
