group_field,group_value,n,n_real,n_ai,e6c_acc,e20_acc,e21_acc,e21_vs_e20_acc_delta,e21_vs_e6c_acc_delta,e6c_f1,e20_f1,e21_f1,e6c_recall,e20_recall,e21_recall,e6c_fpr,e20_fpr,e21_fpr,e6c_auc,e20_auc,e21_auc
degradation_type,whatsapp_simulation,60,30,30,0.36666666666666664,0.7333333333333333,0.6166666666666667,-0.11666666666666659,0.25000000000000006,0.20833333333333334,0.6521739130434783,0.7012987012987012,0.16666666666666666,0.5,0.9,0.43333333333333335,0.03333333333333333,0.6666666666666666,0.30444444444444446,0.8911111111111111,0.6188888888888889
