group_field,group_value,n,n_real,n_ai,e6c_acc,e20_acc,e21_acc,e21_vs_e20_acc_delta,e21_vs_e6c_acc_delta,e6c_f1,e20_f1,e21_f1,e6c_recall,e20_recall,e21_recall,e6c_fpr,e20_fpr,e21_fpr,e6c_auc,e20_auc,e21_auc
device_family,unknown,600,300,300,0.6583333333333333,0.6416666666666667,0.6316666666666667,-0.010000000000000009,-0.026666666666666616,0.5610278372591007,0.47174447174447176,0.7080581241743725,0.43666666666666665,0.32,0.8933333333333333,0.12,0.03666666666666667,0.63,0.7640055555555556,0.7980166666666667,0.7698888888888888
